Country;Code;Region;Year;GDP
Cyprus;CYP;Europe & Central Asia;1986;3090734455.16825
Cyprus;CYP;Europe & Central Asia;1987;3704813856.98831
Cyprus;CYP;Europe & Central Asia;1988;4278792561.50314
Cyprus;CYP;Europe & Central Asia;1989;4563482552.74272
Cyprus;CYP;Europe & Central Asia;1990;5591130222.43931
Cyprus;CYP;Europe & Central Asia;1991;5770197317.23346
Cyprus;CYP;Europe & Central Asia;1992;6912150472.55033
Cyprus;CYP;Europe & Central Asia;1993;6590291095.49423
Cyprus;CYP;Europe & Central Asia;1994;7425703907.18095
Cyprus;CYP;Europe & Central Asia;1995;9250142747.79301
Cyprus;CYP;Europe & Central Asia;1996;9346693021.63312
Cyprus;CYP;Europe & Central Asia;1997;8905554119.33888
Cyprus;CYP;Europe & Central Asia;1998;9553478738.04774
Cyprus;CYP;Europe & Central Asia;1999;9776223013.13322
Cyprus;CYP;Europe & Central Asia;2000;9314937556.47908
Cyprus;CYP;Europe & Central Asia;2001;9679304970.56184
Cyprus;CYP;Europe & Central Asia;2002;10557366161.9634
Cyprus;CYP;Europe & Central Asia;2003;13319544758.4518
Cyprus;CYP;Europe & Central Asia;2004;15816972050.6976
Cyprus;CYP;Europe & Central Asia;2005;16997801392.3755
Cyprus;CYP;Europe & Central Asia;2006;18435765910.0111
Cyprus;CYP;Europe & Central Asia;2007;21841815680.8803
Cyprus;CYP;Europe & Central Asia;2008;25321517504.0281
Cyprus;CYP;Europe & Central Asia;2009;23542650736.3156
Cyprus;CYP;Europe & Central Asia;2010;23132450331.1258
Cyprus;CYP;Europe & Central Asia;2011;24851264943.0081
Cyprus;CYP;Europe & Central Asia;2012;22766912960
Cyprus;CYP;Europe & Central Asia;2013;21911444503.4519
Czech Republic;CZE;Europe & Central Asia;1960;
Czech Republic;CZE;Europe & Central Asia;1961;
Czech Republic;CZE;Europe & Central Asia;1962;
Czech Republic;CZE;Europe & Central Asia;1963;
Czech Republic;CZE;Europe & Central Asia;1964;
Czech Republic;CZE;Europe & Central Asia;1965;
Czech Republic;CZE;Europe & Central Asia;1966;
Czech Republic;CZE;Europe & Central Asia;1967;
Czech Republic;CZE;Europe & Central Asia;1968;
Czech Republic;CZE;Europe & Central Asia;1969;
Czech Republic;CZE;Europe & Central Asia;1970;
Czech Republic;CZE;Europe & Central Asia;1971;
Czech Republic;CZE;Europe & Central Asia;1972;
Czech Republic;CZE;Europe & Central Asia;1973;
Czech Republic;CZE;Europe & Central Asia;1974;
Czech Republic;CZE;Europe & Central Asia;1975;
Czech Republic;CZE;Europe & Central Asia;1976;
Czech Republic;CZE;Europe & Central Asia;1977;
Czech Republic;CZE;Europe & Central Asia;1978;
Czech Republic;CZE;Europe & Central Asia;1979;
Czech Republic;CZE;Europe & Central Asia;1980;
Czech Republic;CZE;Europe & Central Asia;1981;
Czech Republic;CZE;Europe & Central Asia;1982;
Czech Republic;CZE;Europe & Central Asia;1983;
Czech Republic;CZE;Europe & Central Asia;1984;
Czech Republic;CZE;Europe & Central Asia;1985;
Czech Republic;CZE;Europe & Central Asia;1986;
Czech Republic;CZE;Europe & Central Asia;1987;
Czech Republic;CZE;Europe & Central Asia;1988;
Czech Republic;CZE;Europe & Central Asia;1989;
Czech Republic;CZE;Europe & Central Asia;1990;40315847383.7197
Czech Republic;CZE;Europe & Central Asia;1991;29557058893.2806
Czech Republic;CZE;Europe & Central Asia;1992;34451992668.1687
Czech Republic;CZE;Europe & Central Asia;1993;40452245948.5479
Czech Republic;CZE;Europe & Central Asia;1994;47364869446.8406
Czech Republic;CZE;Europe & Central Asia;1995;59537113790.5049
Czech Republic;CZE;Europe & Central Asia;1996;66775128782.9017
Czech Republic;CZE;Europe & Central Asia;1997;61621397381.0607
Czech Republic;CZE;Europe & Central Asia;1998;66372663111.1019
Czech Republic;CZE;Europe & Central Asia;1999;64719367646.1017
Czech Republic;CZE;Europe & Central Asia;2000;61474265134.5364
Czech Republic;CZE;Europe & Central Asia;2001;67375682473.4678
Czech Republic;CZE;Europe & Central Asia;2002;81696693249.3007
Czech Republic;CZE;Europe & Central Asia;2003;99300329682.0164
Czech Republic;CZE;Europe & Central Asia;2004;118976254632.827
Czech Republic;CZE;Europe & Central Asia;2005;135990121361.165
Czech Republic;CZE;Europe & Central Asia;2006;155213120558.221
Czech Republic;CZE;Europe & Central Asia;2007;188818465531.118
Czech Republic;CZE;Europe & Central Asia;2008;235205271893
Czech Republic;CZE;Europe & Central Asia;2009;205729790694.015
Czech Republic;CZE;Europe & Central Asia;2010;207016402026.364
Czech Republic;CZE;Europe & Central Asia;2011;227307241312.732
Czech Republic;CZE;Europe & Central Asia;2012;206751372749.33
Czech Republic;CZE;Europe & Central Asia;2013;208796024645.834
Germany;DEU;Europe & Central Asia;1960;
Germany;DEU;Europe & Central Asia;1961;
Germany;DEU;Europe & Central Asia;1962;
Germany;DEU;Europe & Central Asia;1963;
Germany;DEU;Europe & Central Asia;1964;
Germany;DEU;Europe & Central Asia;1965;
Germany;DEU;Europe & Central Asia;1966;
Germany;DEU;Europe & Central Asia;1967;
Germany;DEU;Europe & Central Asia;1968;
Germany;DEU;Europe & Central Asia;1969;
Germany;DEU;Europe & Central Asia;1970;215021806498.156
Germany;DEU;Europe & Central Asia;1971;249039217364.635
Germany;DEU;Europe & Central Asia;1972;298667219346.133
Germany;DEU;Europe & Central Asia;1973;396866742553.97
Germany;DEU;Europe & Central Asia;1974;443618642959.716
Germany;DEU;Europe & Central Asia;1975;488780155338.262
Germany;DEU;Europe & Central Asia;1976;517787921003.573
Germany;DEU;Europe & Central Asia;1977;598226205424.071
Germany;DEU;Europe & Central Asia;1978;737668356280.428
Germany;DEU;Europe & Central Asia;1979;878010536975.776
Germany;DEU;Europe & Central Asia;1980;946695355820.96
Germany;DEU;Europe & Central Asia;1981;797443405711.813
Germany;DEU;Europe & Central Asia;1982;773638200773.757
Germany;DEU;Europe & Central Asia;1983;767768378016.086
Germany;DEU;Europe & Central Asia;1984;722367608343.069
Germany;DEU;Europe & Central Asia;1985;729763282952.432
Germany;DEU;Europe & Central Asia;1986;1042300769791.95
Germany;DEU;Europe & Central Asia;1987;1293264353318.82
Germany;DEU;Europe & Central Asia;1988;1395931548502.06
Germany;DEU;Europe & Central Asia;1989;1393674332154.37
Germany;DEU;Europe & Central Asia;1990;1764967948916.6
Germany;DEU;Europe & Central Asia;1991;1861873895109.02
Germany;DEU;Europe & Central Asia;1992;2123130870381.97
Germany;DEU;Europe & Central Asia;1993;2068555542410.98
Germany;DEU;Europe & Central Asia;1994;2205966011811.5
Germany;DEU;Europe & Central Asia;1995;2590500887129.79
Germany;DEU;Europe & Central Asia;1996;2501572654016.12
Germany;DEU;Europe & Central Asia;1997;2215937288517.93
Germany;DEU;Europe & Central Asia;1998;2239913304434.81
Germany;DEU;Europe & Central Asia;1999;2196686554442.79
Germany;DEU;Europe & Central Asia;2000;1947208402432.28
Germany;DEU;Europe & Central Asia;2001;1947928411633.11
Germany;DEU;Europe & Central Asia;2002;2076303406738.19
Germany;DEU;Europe & Central Asia;2003;2502313769751.69
Germany;DEU;Europe & Central Asia;2004;2815592929913.77
Germany;DEU;Europe & Central Asia;2005;2857558573347.26
Germany;DEU;Europe & Central Asia;2006;2998466393955.9
Germany;DEU;Europe & Central Asia;2007;3435506663701.22
Germany;DEU;Europe & Central Asia;2008;3747055453913.22
Germany;DEU;Europe & Central Asia;2009;3412770245920.79
Germany;DEU;Europe & Central Asia;2010;3412008772736.86
Germany;DEU;Europe & Central Asia;2011;3752109943533.54
Germany;DEU;Europe & Central Asia;2012;3533242461467.05
Germany;DEU;Europe & Central Asia;2013;3730260571356.51
Djibouti;DJI;Middle East & North Africa;1960;
Djibouti;DJI;Middle East & North Africa;1961;
Djibouti;DJI;Middle East & North Africa;1962;
Djibouti;DJI;Middle East & North Africa;1963;
Djibouti;DJI;Middle East & North Africa;1964;
Djibouti;DJI;Middle East & North Africa;1965;
Djibouti;DJI;Middle East & North Africa;1966;
Djibouti;DJI;Middle East & North Africa;1967;
Djibouti;DJI;Middle East & North Africa;1968;
Djibouti;DJI;Middle East & North Africa;1969;
Djibouti;DJI;Middle East & North Africa;1970;
Djibouti;DJI;Middle East & North Africa;1971;
Djibouti;DJI;Middle East & North Africa;1972;
Djibouti;DJI;Middle East & North Africa;1973;
Djibouti;DJI;Middle East & North Africa;1974;
Djibouti;DJI;Middle East & North Africa;1975;
Djibouti;DJI;Middle East & North Africa;1976;
Djibouti;DJI;Middle East & North Africa;1977;
Djibouti;DJI;Middle East & North Africa;1978;
Djibouti;DJI;Middle East & North Africa;1979;
Djibouti;DJI;Middle East & North Africa;1980;
Djibouti;DJI;Middle East & North Africa;1981;
Djibouti;DJI;Middle East & North Africa;1982;
Djibouti;DJI;Middle East & North Africa;1983;
Djibouti;DJI;Middle East & North Africa;1984;
Djibouti;DJI;Middle East & North Africa;1985;340989541.520743
Djibouti;DJI;Middle East & North Africa;1986;
Djibouti;DJI;Middle East & North Africa;1987;373371753.01694
Djibouti;DJI;Middle East & North Africa;1988;395794554.216675
Djibouti;DJI;Middle East & North Africa;1989;409220103.326882
Djibouti;DJI;Middle East & North Africa;1990;452328104.992109
Djibouti;DJI;Middle East & North Africa;1991;462422016.630202
Djibouti;DJI;Middle East & North Africa;1992;478058323.587723
Djibouti;DJI;Middle East & North Africa;1993;466048487.476264
Djibouti;DJI;Middle East & North Africa;1994;491689239.995148
Djibouti;DJI;Middle East & North Africa;1995;497723980.076454
Djibouti;DJI;Middle East & North Africa;1996;494004667.075295
Djibouti;DJI;Middle East & North Africa;1997;502675561.681628
Djibouti;DJI;Middle East & North Africa;1998;514267889.435014
Djibouti;DJI;Middle East & North Africa;1999;536080169.085534
Djibouti;DJI;Middle East & North Africa;2000;551230861.856505
Djibouti;DJI;Middle East & North Africa;2001;572417440.820162
Djibouti;DJI;Middle East & North Africa;2002;591122039.601398
Djibouti;DJI;Middle East & North Africa;2003;622044665.515049
Djibouti;DJI;Middle East & North Africa;2004;666072101.777505
Djibouti;DJI;Middle East & North Africa;2005;708633194.726566
Djibouti;DJI;Middle East & North Africa;2006;768873684.032838
Djibouti;DJI;Middle East & North Africa;2007;847918929.107984
Djibouti;DJI;Middle East & North Africa;2008;999105339.267729
Djibouti;DJI;Middle East & North Africa;2009;1198997304.76421
Djibouti;DJI;Middle East & North Africa;2010;1128611700.3618
Djibouti;DJI;Middle East & North Africa;2011;1239144501.77525
Djibouti;DJI;Middle East & North Africa;2012;1353632941.5207
Djibouti;DJI;Middle East & North Africa;2013;1456344495.0231
Denmark;DNK;Europe & Central Asia;1960;6248946880.2777
Denmark;DNK;Europe & Central Asia;1961;6933842098.84548
Denmark;DNK;Europe & Central Asia;1962;7812968114.40012
Denmark;DNK;Europe & Central Asia;1963;8316692385.77386
Denmark;DNK;Europe & Central Asia;1964;9506678762.77765
Denmark;DNK;Europe & Central Asia;1965;10678897387.0006
Denmark;DNK;Europe & Central Asia;1966;11721248101.0874
Denmark;DNK;Europe & Central Asia;1967;12788479692.1939
Denmark;DNK;Europe & Central Asia;1968;13196541952
Denmark;DNK;Europe & Central Asia;1969;15009384584.5333
Denmark;DNK;Europe & Central Asia;1970;16866156733.3333
Denmark;DNK;Europe & Central Asia;1971;18823150290.1849
Denmark;DNK;Europe & Central Asia;1972;22966364108.6153
Denmark;DNK;Europe & Central Asia;1973;30459579436.3171
Denmark;DNK;Europe & Central Asia;1974;33900564767.2644
Denmark;DNK;Europe & Central Asia;1975;40251071473.3215
Denmark;DNK;Europe & Central Asia;1976;44401699735.3185
Denmark;DNK;Europe & Central Asia;1977;49666416194.6962
Denmark;DNK;Europe & Central Asia;1978;60281337504.0801
Denmark;DNK;Europe & Central Asia;1979;70309794677.8179
Denmark;DNK;Europe & Central Asia;1980;70867465285.0476
Denmark;DNK;Europe & Central Asia;1981;61376989330.9375
Denmark;DNK;Europe & Central Asia;1982;59916301293.7449
Denmark;DNK;Europe & Central Asia;1983;60188398261.345
Denmark;DNK;Europe & Central Asia;1984;58673426983.7591
Denmark;DNK;Europe & Central Asia;1985;62220601827.0356
Denmark;DNK;Europe & Central Asia;1986;87800282647.386
Denmark;DNK;Europe & Central Asia;1987;109150052132.216
Denmark;DNK;Europe & Central Asia;1988;115111916809.032
Denmark;DNK;Europe & Central Asia;1989;111886844190.309
Denmark;DNK;Europe & Central Asia;1990;138094873105.387
Denmark;DNK;Europe & Central Asia;1991;138964910325.96
Denmark;DNK;Europe & Central Asia;1992;152690732178.062
Denmark;DNK;Europe & Central Asia;1993;142962900445.719
Denmark;DNK;Europe & Central Asia;1994;156144903578.279
Denmark;DNK;Europe & Central Asia;1995;185006961302.299
Denmark;DNK;Europe & Central Asia;1996;187632400365.599
Denmark;DNK;Europe & Central Asia;1997;173537588008.176
Denmark;DNK;Europe & Central Asia;1998;176992000955.11
Denmark;DNK;Europe & Central Asia;1999;177965224620.854
Denmark;DNK;Europe & Central Asia;2000;164158800460.219
Denmark;DNK;Europe & Central Asia;2001;164791416350.267
Denmark;DNK;Europe & Central Asia;2002;178635160297.415
Denmark;DNK;Europe & Central Asia;2003;218095997085.477
Denmark;DNK;Europe & Central Asia;2004;251244521002.961
Denmark;DNK;Europe & Central Asia;2005;264559081260.182
Denmark;DNK;Europe & Central Asia;2006;282962119265.137
Denmark;DNK;Europe & Central Asia;2007;319500290932.593
Denmark;DNK;Europe & Central Asia;2008;352589421253.574
Denmark;DNK;Europe & Central Asia;2009;319764341586.559
Denmark;DNK;Europe & Central Asia;2010;319812413596.903
Denmark;DNK;Europe & Central Asia;2011;341497953096.868
Denmark;DNK;Europe & Central Asia;2012;322276544469.312
Denmark;DNK;Europe & Central Asia;2013;335877548363.831
Dominican Republic;DOM;Latin America & Caribbean;1960;672399700
Dominican Republic;DOM;Latin America & Caribbean;1961;654100200
Dominican Republic;DOM;Latin America & Caribbean;1962;824100000
Dominican Republic;DOM;Latin America & Caribbean;1963;940799900
Dominican Republic;DOM;Latin America & Caribbean;1964;1025599900
Dominican Republic;DOM;Latin America & Caribbean;1965;888100000
Dominican Republic;DOM;Latin America & Caribbean;1966;983900000
Dominican Republic;DOM;Latin America & Caribbean;1967;1034800000
Dominican Republic;DOM;Latin America & Caribbean;1968;1079100000
Dominican Republic;DOM;Latin America & Caribbean;1969;1230500000
Dominican Republic;DOM;Latin America & Caribbean;1970;1485400100
Dominican Republic;DOM;Latin America & Caribbean;1971;1666400000
Dominican Republic;DOM;Latin America & Caribbean;1972;1987300000
Dominican Republic;DOM;Latin America & Caribbean;1973;2344699900
Dominican Republic;DOM;Latin America & Caribbean;1974;2925600000
Dominican Republic;DOM;Latin America & Caribbean;1975;3599300100
Dominican Republic;DOM;Latin America & Caribbean;1976;3951399900
Dominican Republic;DOM;Latin America & Caribbean;1977;4587100200
Dominican Republic;DOM;Latin America & Caribbean;1978;4774400000
Dominican Republic;DOM;Latin America & Caribbean;1979;5498800100
Dominican Republic;DOM;Latin America & Caribbean;1980;6631000100
Dominican Republic;DOM;Latin America & Caribbean;1981;7266999800
Dominican Republic;DOM;Latin America & Caribbean;1982;7964000300
Dominican Republic;DOM;Latin America & Caribbean;1983;8622000100
Dominican Republic;DOM;Latin America & Caribbean;1984;10330399700
Dominican Republic;DOM;Latin America & Caribbean;1985;5044579947.10545
Dominican Republic;DOM;Latin America & Caribbean;1986;6122128247.69061
Dominican Republic;DOM;Latin America & Caribbean;1987;5827050857.29713
Dominican Republic;DOM;Latin America & Caribbean;1988;5374300243.25495
Dominican Republic;DOM;Latin America & Caribbean;1989;6686592728.70663
Dominican Republic;DOM;Latin America & Caribbean;1990;7073674721.12418
Dominican Republic;DOM;Latin America & Caribbean;1991;9724379019.62036
Dominican Republic;DOM;Latin America & Caribbean;1992;11277694536.9488
Dominican Republic;DOM;Latin America & Caribbean;1993;12976408000
Dominican Republic;DOM;Latin America & Caribbean;1994;14511134920.6349
Dominican Republic;DOM;Latin America & Caribbean;1995;16358496124.031
Dominican Republic;DOM;Latin America & Caribbean;1996;18131813000.6281
Dominican Republic;DOM;Latin America & Caribbean;1997;19593449903.2551
Dominican Republic;DOM;Latin America & Caribbean;1998;21171235997.8508
Dominican Republic;DOM;Latin America & Caribbean;1999;21709041189.3244
Dominican Republic;DOM;Latin America & Caribbean;2000;23996656675.8335
Dominican Republic;DOM;Latin America & Caribbean;2001;24894907435.1447
Dominican Republic;DOM;Latin America & Caribbean;2002;26570402718.796
Dominican Republic;DOM;Latin America & Caribbean;2003;21268012747.2709
Dominican Republic;DOM;Latin America & Caribbean;2004;22163928096.993
Dominican Republic;DOM;Latin America & Caribbean;2005;33969724872.4638
Dominican Republic;DOM;Latin America & Caribbean;2006;35965041793.3794
Dominican Republic;DOM;Latin America & Caribbean;2007;44078280922.1207
Dominican Republic;DOM;Latin America & Caribbean;2008;48143840499.8707
Dominican Republic;DOM;Latin America & Caribbean;2009;47889008135.3266
Dominican Republic;DOM;Latin America & Caribbean;2010;53042943731.136
Dominican Republic;DOM;Latin America & Caribbean;2011;58145330250.3688
Dominican Republic;DOM;Latin America & Caribbean;2012;60331668442.6699
Dominican Republic;DOM;Latin America & Caribbean;2013;61163676804.5466
Algeria;DZA;Middle East & North Africa;1960;2723637620.4039
Algeria;DZA;Middle East & North Africa;1961;2434766866.27334
Algeria;DZA;Middle East & North Africa;1962;2001460838.78378
Algeria;DZA;Middle East & North Africa;1963;2703004009.92404
Algeria;DZA;Middle East & North Africa;1964;2909340114.7226
Algeria;DZA;Middle East & North Africa;1965;3136284385.14828
Algeria;DZA;Middle East & North Africa;1966;3039859268.24911
Algeria;DZA;Middle East & North Africa;1967;3370870461.13558
Algeria;DZA;Middle East & North Africa;1968;3852147112.84503
Algeria;DZA;Middle East & North Africa;1969;4257253358.44365
Algeria;DZA;Middle East & North Africa;1970;4863487557.2335
Algeria;DZA;Middle East & North Africa;1971;5077222330.06931
Algeria;DZA;Middle East & North Africa;1972;6761786483.71017
Algeria;DZA;Middle East & North Africa;1973;8715106128.63411
Algeria;DZA;Middle East & North Africa;1974;13209713770.0892
Algeria;DZA;Middle East & North Africa;1975;15557934472.8677
Algeria;DZA;Middle East & North Africa;1976;17728348385.244
Algeria;DZA;Middle East & North Africa;1977;20971901062.9845
Algeria;DZA;Middle East & North Africa;1978;26364491674.6159
Algeria;DZA;Middle East & North Africa;1979;33243421339.3774
Algeria;DZA;Middle East & North Africa;1980;42345276287.5934
Algeria;DZA;Middle East & North Africa;1981;44348670724.0831
Algeria;DZA;Middle East & North Africa;1982;45207090667.8674
Algeria;DZA;Middle East & North Africa;1983;48801372227.5528
Algeria;DZA;Middle East & North Africa;1984;53698280322.5824
Algeria;DZA;Middle East & North Africa;1985;57937867717.4636
Algeria;DZA;Middle East & North Africa;1986;63696299985.0409
Algeria;DZA;Middle East & North Africa;1987;66742269089.6987
Algeria;DZA;Middle East & North Africa;1988;59089065516.8692
Algeria;DZA;Middle East & North Africa;1989;55631488293.8976
Algeria;DZA;Middle East & North Africa;1990;62045098370.0829
Algeria;DZA;Middle East & North Africa;1991;45715368143.9784
Algeria;DZA;Middle East & North Africa;1992;48003297248.8691
Algeria;DZA;Middle East & North Africa;1993;49946456681.2384
Algeria;DZA;Middle East & North Africa;1994;42542573602.1669
Algeria;DZA;Middle East & North Africa;1995;41764054034.6543
Algeria;DZA;Middle East & North Africa;1996;46941496308.2845
Algeria;DZA;Middle East & North Africa;1997;48177861890.8881
Algeria;DZA;Middle East & North Africa;1998;48187780126.1819
Algeria;DZA;Middle East & North Africa;1999;48640613515.0702
Algeria;DZA;Middle East & North Africa;2000;54790058957.3718
Algeria;DZA;Middle East & North Africa;2001;54744716706.3542
Algeria;DZA;Middle East & North Africa;2002;56760288961.5829
Algeria;DZA;Middle East & North Africa;2003;67863832648.2897
Algeria;DZA;Middle East & North Africa;2004;85324997369.5015
Algeria;DZA;Middle East & North Africa;2005;103198650297.779
Algeria;DZA;Middle East & North Africa;2006;117026655313.743
Algeria;DZA;Middle East & North Africa;2007;134977867931.582
Algeria;DZA;Middle East & North Africa;2008;171000162581.484
Algeria;DZA;Middle East & North Africa;2009;137211795394.166
Algeria;DZA;Middle East & North Africa;2010;161207304960.455
Algeria;DZA;Middle East & North Africa;2011;199070864637.558
Algeria;DZA;Middle East & North Africa;2012;204331017992.08
Algeria;DZA;Middle East & North Africa;2013;210183410526.104
Ecuador;ECU;Latin America & Caribbean;1960;1010325138.03016
Ecuador;ECU;Latin America & Caribbean;1961;979108806.848646
Ecuador;ECU;Latin America & Caribbean;1962;958598195.033967
Ecuador;ECU;Latin America & Caribbean;1963;1038389642.31418
Ecuador;ECU;Latin America & Caribbean;1964;1156150890.06133
Ecuador;ECU;Latin America & Caribbean;1965;2387048255.45173
Ecuador;ECU;Latin America & Caribbean;1966;2429309513.80854
Ecuador;ECU;Latin America & Caribbean;1967;2553596091.82258
Ecuador;ECU;Latin America & Caribbean;1968;2582180794.1855
Ecuador;ECU;Latin America & Caribbean;1969;3112166848.3004
Ecuador;ECU;Latin America & Caribbean;1970;2862504169.99893
Ecuador;ECU;Latin America & Caribbean;1971;2754220263.02528
Ecuador;ECU;Latin America & Caribbean;1972;3185987234.84089
Ecuador;ECU;Latin America & Caribbean;1973;3891755551.94138
Ecuador;ECU;Latin America & Caribbean;1974;6599259420.99605
Ecuador;ECU;Latin America & Caribbean;1975;7731677256.80982
Ecuador;ECU;Latin America & Caribbean;1976;9091924304.83477
Ecuador;ECU;Latin America & Caribbean;1977;11026346589.5011
Ecuador;ECU;Latin America & Caribbean;1978;11922502170.6405
Ecuador;ECU;Latin America & Caribbean;1979;14175166007.5774
Ecuador;ECU;Latin America & Caribbean;1980;17881514682.8784
Ecuador;ECU;Latin America & Caribbean;1981;21810767209.3695
Ecuador;ECU;Latin America & Caribbean;1982;19929853574.6095
Ecuador;ECU;Latin America & Caribbean;1983;17152483214.3536
Ecuador;ECU;Latin America & Caribbean;1984;16912515183.2783
Ecuador;ECU;Latin America & Caribbean;1985;17149094589.9827
Ecuador;ECU;Latin America & Caribbean;1986;15314143988.0621
Ecuador;ECU;Latin America & Caribbean;1987;13945431882.2271
Ecuador;ECU;Latin America & Caribbean;1988;13051886552.3377
Ecuador;ECU;Latin America & Caribbean;1989;13890828707.6493
Ecuador;ECU;Latin America & Caribbean;1990;15239278100.3502
Ecuador;ECU;Latin America & Caribbean;1991;16988184456.1009
Ecuador;ECU;Latin America & Caribbean;1992;18093864474.8747
Ecuador;ECU;Latin America & Caribbean;1993;18938326276.0837
Ecuador;ECU;Latin America & Caribbean;1994;22708204404.8635
Ecuador;ECU;Latin America & Caribbean;1995;24432379905.6316
Ecuador;ECU;Latin America & Caribbean;1996;25225872274.1333
Ecuador;ECU;Latin America & Caribbean;1997;28161471482.9701
Ecuador;ECU;Latin America & Caribbean;1998;27981319125.1358
Ecuador;ECU;Latin America & Caribbean;1999;19644866963.4276
Ecuador;ECU;Latin America & Caribbean;2000;18327386415.9524
Ecuador;ECU;Latin America & Caribbean;2001;24468324000
Ecuador;ECU;Latin America & Caribbean;2002;28548945000
Ecuador;ECU;Latin America & Caribbean;2003;32432859000
Ecuador;ECU;Latin America & Caribbean;2004;36591661000
Ecuador;ECU;Latin America & Caribbean;2005;41507085000
Ecuador;ECU;Latin America & Caribbean;2006;46802044000
Ecuador;ECU;Latin America & Caribbean;2007;51007777000
Ecuador;ECU;Latin America & Caribbean;2008;61762635000
Ecuador;ECU;Latin America & Caribbean;2009;62519686000
Ecuador;ECU;Latin America & Caribbean;2010;69555367000
Ecuador;ECU;Latin America & Caribbean;2011;79276664000
Ecuador;ECU;Latin America & Caribbean;2012;87623411000
Ecuador;ECU;Latin America & Caribbean;2013;94472679000
Egypt; Arab Rep.;EGY;1960;NY.GDP.MKTP.CD
Egypt; Arab Rep.;EGY;1961;
Egypt; Arab Rep.;EGY;1962;
Egypt; Arab Rep.;EGY;1963;
Egypt; Arab Rep.;EGY;1964;
Egypt; Arab Rep.;EGY;1965;
Egypt; Arab Rep.;EGY;1966;5111621003.42708
Egypt; Arab Rep.;EGY;1967;5339520731.69733
Egypt; Arab Rep.;EGY;1968;5579168564.81056
Egypt; Arab Rep.;EGY;1969;6109112105.29243
Egypt; Arab Rep.;EGY;1970;6861743547.38569
Egypt; Arab Rep.;EGY;1971;7682492054.30836
Egypt; Arab Rep.;EGY;1972;8266003436.8211
Egypt; Arab Rep.;EGY;1973;8763960904.15995
Egypt; Arab Rep.;EGY;1974;9616725500.74052
Egypt; Arab Rep.;EGY;1975;9015166907.68881
Egypt; Arab Rep.;EGY;1976;11437965494.4087
Egypt; Arab Rep.;EGY;1977;13360477266.8614
Egypt; Arab Rep.;EGY;1978;14636028524.497
Egypt; Arab Rep.;EGY;1979;14849909052.6011
Egypt; Arab Rep.;EGY;1980;18150000880.5212
Egypt; Arab Rep.;EGY;1981;22912499645.0946
Egypt; Arab Rep.;EGY;1982;23405404428.0928
Egypt; Arab Rep.;EGY;1983;25592366130.5002
Egypt; Arab Rep.;EGY;1984;28137368609.1202
Egypt; Arab Rep.;EGY;1985;30642873672.663
Egypt; Arab Rep.;EGY;1986;34689560468.3365
Egypt; Arab Rep.;EGY;1987;35880262483.3408
Egypt; Arab Rep.;EGY;1988;40507934110.5555
Egypt; Arab Rep.;EGY;1989;35044633274.6022
Egypt; Arab Rep.;EGY;1990;39648442471.6039
Egypt; Arab Rep.;EGY;1991;43130415141.8989
Egypt; Arab Rep.;EGY;1992;36970555125.6168
Egypt; Arab Rep.;EGY;1993;41855483504.0259
Egypt; Arab Rep.;EGY;1994;46578631212.6125
Egypt; Arab Rep.;EGY;1995;51897983715.5584
Egypt; Arab Rep.;EGY;1996;60159244485.2081
Egypt; Arab Rep.;EGY;1997;67629717779.7354
Egypt; Arab Rep.;EGY;1998;78436575743.8573
Egypt; Arab Rep.;EGY;1999;84828807269.5429
Egypt; Arab Rep.;EGY;2000;90710703939.4609
Egypt; Arab Rep.;EGY;2001;99838540997.3209
Egypt; Arab Rep.;EGY;2002;97632008050.9425
Egypt; Arab Rep.;EGY;2003;87850680579.2814
Egypt; Arab Rep.;EGY;2004;82923680612.804
Egypt; Arab Rep.;EGY;2005;78845185715.9104
Egypt; Arab Rep.;EGY;2006;89685724897.157
Egypt; Arab Rep.;EGY;2007;107484034644.765
Egypt; Arab Rep.;EGY;2008;130477817194.412
Egypt; Arab Rep.;EGY;2009;162818181818.182
Egypt; Arab Rep.;EGY;2010;188984088127.295
Egypt; Arab Rep.;EGY;2011;218887812549.851
Egypt; Arab Rep.;EGY;2012;236000735704.439
Egypt; Arab Rep.;EGY;2013;262831912586.538
Eritrea;ERI;Sub-Saharan Africa;1960;
Eritrea;ERI;Sub-Saharan Africa;1961;
Eritrea;ERI;Sub-Saharan Africa;1962;
Eritrea;ERI;Sub-Saharan Africa;1963;
Eritrea;ERI;Sub-Saharan Africa;1964;
Eritrea;ERI;Sub-Saharan Africa;1965;
Eritrea;ERI;Sub-Saharan Africa;1966;
Eritrea;ERI;Sub-Saharan Africa;1967;
Eritrea;ERI;Sub-Saharan Africa;1968;
Eritrea;ERI;Sub-Saharan Africa;1969;
Eritrea;ERI;Sub-Saharan Africa;1970;
Eritrea;ERI;Sub-Saharan Africa;1971;
Eritrea;ERI;Sub-Saharan Africa;1972;
Eritrea;ERI;Sub-Saharan Africa;1973;
Eritrea;ERI;Sub-Saharan Africa;1974;
Eritrea;ERI;Sub-Saharan Africa;1975;
Eritrea;ERI;Sub-Saharan Africa;1976;
Eritrea;ERI;Sub-Saharan Africa;1977;
Eritrea;ERI;Sub-Saharan Africa;1978;
Eritrea;ERI;Sub-Saharan Africa;1979;
Eritrea;ERI;Sub-Saharan Africa;1980;
